x,z,faction
1.6529861688613892,1.0071361064910889,faction3
2.8659884929656982,1.8687459230422974,faction2
3.6845903396606445,-2.5692014694213867,faction2
1.7674951553344727,-3.830472707748413,faction1
3.015806198120117,-3.170098304748535,faction1
0.7198572158813477,-1.6190956830978394,faction1
2.6492199897766113,-0.6461107730865479,faction2
1.5727866888046265,2.4385111331939697,faction3
-2.722832441329956,-0.6855630874633789,faction3
0.47965171933174133,-3.2626562118530273,faction1
-0.14981341361999512,-1.7908918857574463,faction1
3.259261131286621,-3.2925946712493896,faction1
3.8976237773895264,-1.5939743518829346,faction2
1.322933554649353,1.8643847703933716,faction3
2.8415677547454834,2.07765793800354,faction2
-2.623152256011963,0.4110489785671234,faction3
-2.838986396789551,-1.9857186079025269,faction1
0.8994354605674744,1.1813546419143677,faction3
2.2616686820983887,0.8556969165802002,faction2
-1.598259449005127,0.13996076583862305,faction3
-1.9609955549240112,-2.789557456970215,faction1
-2.0220718383789062,2.762972831726074,faction3
-1.9077624082565308,0.7041823863983154,faction3
0.23995590209960938,-3.0696942806243896,faction1
3.4087624549865723,-1.8400577306747437,faction1
0.9643769860267639,-1.4174373149871826,faction1
-1.4034370183944702,-2.598008155822754,faction1
3.2612500190734863,1.5788952112197876,faction2
-2.965646266937256,-0.3320888578891754,faction3
3.7256739139556885,0.1238124668598175,faction2
1.1834235191345215,-3.331483840942383,faction1
2.9992733001708984,0.25780007243156433,faction2
2.9738645553588867,2.232537269592285,faction2
-1.6491706371307373,1.5348703861236572,faction3
3.509739398956299,-3.199410915374756,faction1
1.8626492023468018,-2.3435792922973633,faction1
1.8152084350585938,-0.3612405061721802,faction2
-2.3355064392089844,-1.0436954498291016,faction3
0.3763854205608368,-1.3126658201217651,faction1
1.6119822263717651,3.1094648838043213,faction3
3.839975595474243,-0.05527468025684357,faction2
-0.5426120758056641,1.5416297912597656,faction3
3.3503103256225586,-2.89897084236145,faction1
-0.5460130572319031,-3.7681691646575928,faction1
2.442145347595215,1.4875872135162354,faction2
2.819995164871216,2.004289388656616,faction2
1.926499605178833,1.0842539072036743,faction2
1.548585057258606,-0.4373331069946289,faction2
2.4428701400756836,-0.17957159876823425,faction2
1.763748288154602,2.595712423324585,faction3
2.28741455078125,-0.7616191506385803,faction2
4.17784309387207,-1.1067776679992676,faction2
-0.7607700228691101,-2.439650297164917,faction1
-0.22626414895057678,-2.657541036605835,faction1
-1.3926234245300293,-0.062439218163490295,faction3
3.1510047912597656,-1.1005566120147705,faction2
-0.8031225204467773,-1.6870167255401611,faction1
0.3444417715072632,2.349231004714966,faction3
-1.2900539636611938,-2.8044567108154297,faction1
-0.17678217589855194,-1.9978989362716675,faction1
1.9246245622634888,-4.698774337768555,faction1
2.194669008255005,1.1730499267578125,faction2
3.485285520553589,-0.11224526166915894,faction2
0.6780679821968079,3.3992156982421875,faction3
-0.110579714179039,2.4615049362182617,faction3
1.3465490341186523,3.296102523803711,faction3
-2.0186173915863037,2.6047158241271973,faction3
1.7991125583648682,2.6861560344696045,faction3
-2.4792516231536865,-2.299175262451172,faction1
-0.4418210983276367,2.429708480834961,faction3
-2.4253573417663574,-0.2962442934513092,faction3
-2.9856953620910645,0.5153869390487671,faction3
2.5996131896972656,-4.131682872772217,faction1
-0.4685346484184265,0.29326120018959045,faction3
-2.1451244354248047,-2.559001922607422,faction1
-3.150838851928711,-2.863086700439453,faction1
-0.5608469247817993,2.3884902000427246,faction3
1.8539656400680542,-1.6205966472625732,faction2
2.4874343872070312,-4.011554718017578,faction1
2.074904441833496,2.737612724304199,faction3
2.6430063247680664,1.923438310623169,faction2
1.896112084388733,-2.066711187362671,faction1
-2.897449493408203,0.7776862382888794,faction3
1.661036729812622,2.9400711059570312,faction3
3.1941514015197754,1.304438591003418,faction2
-2.643259048461914,-2.349458694458008,faction1
1.8957266807556152,0.6752475500106812,faction2
-3.432373523712158,-0.11795775592327118,faction3
1.0582932233810425,2.8024630546569824,faction3
2.0771641731262207,2.5361971855163574,faction3
0.04842160642147064,2.0169835090637207,faction3
3.640906810760498,0.5798572897911072,faction2
-1.4480863809585571,-3.3211541175842285,faction1
2.8428587913513184,-1.4866362810134888,faction2
0.9519557952880859,1.3190975189208984,faction3
-3.322540044784546,0.570502758026123,faction3
-1.883180856704712,0.5657546520233154,faction3
-0.65675950050354,0.606876015663147,faction3
3.652477979660034,1.701918363571167,faction2
0.5329256057739258,-3.0577399730682373,faction1
0.6380326151847839,-1.810532569885254,faction1
-1.0353306531906128,-3.301393508911133,faction1
-1.5198907852172852,-3.434922218322754,faction1
-1.9132366180419922,-2.0885677337646484,faction1
-0.5182655453681946,-1.9087791442871094,faction1
2.6044137477874756,-0.8751752972602844,faction2
-0.4601282477378845,-3.2779245376586914,faction1
3.331545352935791,0.7528604865074158,faction2
-1.7887732982635498,-2.97434401512146,faction1
-0.5141361951828003,-0.33890241384506226,faction3
-2.519807815551758,-1.769221305847168,faction1
3.618610382080078,0.7174516320228577,faction2
1.5425870418548584,1.4146637916564941,faction3
2.778751850128174,-1.8059183359146118,faction1
3.7932069301605225,0.9319742918014526,faction2
2.1956729888916016,0.7212487459182739,faction2
1.6142513751983643,-0.17451967298984528,faction2
-4.577547073364258,1.0524730682373047,faction3
-1.0657509565353394,2.2905807495117188,faction3
1.701109528541565,2.0756027698516846,faction3
-0.7343865036964417,-3.072464942932129,faction1
-1.0465106964111328,1.7819148302078247,faction3
-1.9223121404647827,-1.7264771461486816,faction1
1.1602540016174316,2.120828866958618,faction3
3.657028913497925,-0.27378368377685547,faction2
-0.3868711590766907,-1.6271063089370728,faction1
-2.3611321449279785,-0.09137207269668579,faction3
1.1601887941360474,1.7421226501464844,faction3
1.2965071201324463,2.8574628829956055,faction3
3.414565324783325,1.204507827758789,faction2
2.5362648963928223,-1.615732192993164,faction2
-2.063636064529419,-2.335756301879883,faction1
2.116731882095337,-0.6648083925247192,faction2
3.3757901191711426,-1.8723994493484497,faction2
-2.641287326812744,0.5824893712997437,faction3
1.6916131973266602,1.0310859680175781,faction2
0.11071206629276276,-3.9549617767333984,faction1
3.08335542678833,-3.204987049102783,faction1
2.0221402645111084,1.929513931274414,faction3
2.335205078125,1.4045554399490356,faction2
2.230417251586914,-3.135845184326172,faction1
-3.646794319152832,1.08057701587677,faction3
3.858292818069458,-0.14804096519947052,faction2
-1.6713848114013672,2.8826677799224854,faction3
-0.046087846159935,-2.0447492599487305,faction1
2.768397808074951,-0.963046133518219,faction2
-1.1892833709716797,-1.6561918258666992,faction1
0.1806412935256958,-1.9809798002243042,faction1
0.5005246996879578,0.9853780269622803,faction3
-0.019570618867874146,-1.962363362312317,faction1
-2.7698285579681396,2.4408602714538574,faction3
-1.5874266624450684,2.307716131210327,faction3
1.4036381244659424,1.6022889614105225,faction3
4.273097515106201,0.3586556315422058,faction2
3.6749634742736816,-2.7906341552734375,faction1
2.9487361907958984,1.1010627746582031,faction2
2.4762699604034424,1.75635826587677,faction2
-1.6427857875823975,-0.07509255409240723,faction3
-2.8830997943878174,-0.41092491149902344,faction3
1.929329752922058,1.5442900657653809,faction2
2.6671853065490723,-4.429838180541992,faction1
0.15544497966766357,2.7124977111816406,faction3
-0.9613086581230164,1.7944215536117554,faction3
-0.008654862642288208,-1.7552474737167358,faction1
3.7915899753570557,1.6122647523880005,faction2
3.1109650135040283,-2.5009353160858154,faction1
3.0053863525390625,-2.5942740440368652,faction1
-2.245485305786133,2.10925555229187,faction3
1.6743717193603516,2.155357837677002,faction3
-1.0463957786560059,-1.7350890636444092,faction1
-1.8186975717544556,-2.2637035846710205,faction1
-2.2784128189086914,-3.0721330642700195,faction1
-0.15568408370018005,-1.8947525024414062,faction1
-1.5790530443191528,-1.5979291200637817,faction1
2.9289960861206055,2.3929028511047363,faction2
-0.19260212779045105,1.0947153568267822,faction3
2.833467483520508,1.008667230606079,faction2
3.5949814319610596,-1.0072765350341797,faction2
2.405628204345703,-1.0114643573760986,faction2
4.017125129699707,-2.0107364654541016,faction2
-2.510483980178833,0.1543239951133728,faction3
0.3780897259712219,1.3281203508377075,faction3
-1.5899839401245117,-2.2794103622436523,faction1
3.473602056503296,-1.6612037420272827,faction2
-3.880213737487793,0.4633655846118927,faction3
3.8880727291107178,-1.1919059753417969,faction2
0.7766557335853577,-2.9098877906799316,faction1
2.8081579208374023,-1.1716134548187256,faction2
-2.0382416248321533,1.5937557220458984,faction3
2.7568182945251465,0.15752512216567993,faction2
1.820958137512207,1.0808038711547852,faction2
3.0321691036224365,1.1317808628082275,faction2
-1.9726331233978271,2.1085681915283203,faction3
1.032096028327942,-3.5288314819335938,faction1
0.3511103391647339,-2.613560438156128,faction1
0.5849748253822327,2.507756233215332,faction3
-2.141134023666382,-2.8260068893432617,faction1
0.17753882706165314,-4.289281845092773,faction1
2.4157700538635254,-1.1222702264785767,faction2
-1.8682153224945068,2.310271739959717,faction3
2.309513568878174,2.0200681686401367,faction3
1.6643247604370117,1.9349173307418823,faction3
-1.1128723621368408,0.6719202995300293,faction3
0.11357404291629791,0.9049158096313477,faction3
-0.34327128529548645,1.9276161193847656,faction3
3.1499576568603516,-1.9432437419891357,faction2
1.5242799520492554,-0.3024352788925171,faction2
-2.1532235145568848,2.0102462768554688,faction3
2.5168464183807373,-0.744247317314148,faction2
0.3475862741470337,1.5231770277023315,faction3
-1.9266977310180664,-2.899686336517334,faction1
-2.0472915172576904,1.8928298950195312,faction3
3.236553192138672,2.4429874420166016,faction2
1.8028416633605957,1.5123066902160645,faction2
3.1035194396972656,0.8332012891769409,faction2
-0.6872314214706421,2.3889191150665283,faction3
3.289701461791992,1.2205533981323242,faction2
1.012291669845581,1.685230016708374,faction3
3.754382371902466,-1.6532973051071167,faction2
-0.8424004316329956,2.4131710529327393,faction3
-3.4509053230285645,0.5703933835029602,faction3
1.9215878248214722,-0.003458753228187561,faction2
-0.1300775110721588,-3.0825064182281494,faction1
-1.830954670906067,-3.0554559230804443,faction1
1.8239059448242188,1.6278162002563477,faction2
4.304347991943359,-0.9460802674293518,faction2
2.7448787689208984,1.9676512479782104,faction3
3.5177128314971924,1.4200737476348877,faction2
-0.7797852158546448,-3.542982816696167,faction1
0.9183295965194702,1.9023640155792236,faction3
-0.42272740602493286,-1.7507694959640503,faction1
1.211857795715332,3.311264991760254,faction3
1.0459223985671997,1.7757353782653809,faction3
2.55432391166687,-0.2776632606983185,faction2
0.8888786435127258,-3.954395294189453,faction1
3.2184298038482666,1.3692450523376465,faction2
1.6704663038253784,0.6304415464401245,faction2
