,object,pos_x,pos_y,pos_z,nor_x,nor_y,nor_z,type
0,sphere,0.16728240251541138,-0.48489075899124146,0.5255084037780762,0.16728240251541138,-0.48489075899124146,0.5255084037780762,bad
1,sphere,-0.5360150933265686,-0.5442373156547546,0.24590975046157837,-0.5360150933265686,-0.5442373156547546,0.24590975046157837,bad
2,sphere,0.2806825637817383,0.3758049011230469,0.5462619066238403,0.2806825637817383,0.3758049011230469,0.5462619066238403,bad
3,sphere,-0.6516677737236023,0.30378931760787964,0.5396524667739868,-0.6516677737236023,0.30378931760787964,0.5396524667739868,bad
4,sphere,-0.8661076426506042,-0.6862607002258301,-0.8221943974494934,-0.8661076426506042,-0.6862607002258301,-0.8221943974494934,bad
5,sphere,0.6321411728858948,-0.753976047039032,-0.5706809163093567,0.6321411728858948,-0.753976047039032,-0.5706809163093567,bad
6,sphere,-0.7314537167549133,0.5932191610336304,-0.7110618948936462,-0.7314537167549133,0.5932191610336304,-0.7110618948936462,bad
7,sphere,0.23426955938339233,0.4303315281867981,-0.4805734157562256,0.23426955938339233,0.4303315281867981,-0.4805734157562256,bad
8,sphere,-0.44669610261917114,-0.4455128312110901,0.47901856899261475,-0.44669610261917114,-0.4455128312110901,0.47901856899261475,bad
9,sphere,-0.011961579322814941,0.1813642382621765,-0.9340667128562927,-0.011961579322814941,0.1813642382621765,-0.9340667128562927,bad
10,sphere,-0.0846337080001831,0.256936252117157,-0.16042524576187134,-0.0846337080001831,0.256936252117157,-0.16042524576187134,bad
11,sphere,-0.06200599670410156,-0.21670588850975037,-0.38768619298934937,-0.06200599670410156,-0.21670588850975037,-0.38768619298934937,bad
12,sphere,0.42764776945114136,-0.33487969636917114,-0.23287516832351685,0.42764776945114136,-0.33487969636917114,-0.23287516832351685,bad
13,sphere,-0.5307844281196594,0.1827186942100525,-0.44469934701919556,-0.5307844281196594,0.1827186942100525,-0.44469934701919556,bad
14,sphere,-0.09934020042419434,-0.5735032558441162,0.3625527024269104,-0.09934020042419434,-0.5735032558441162,0.3625527024269104,bad
15,sphere,-0.5708168745040894,-0.13810712099075317,0.4713001847267151,-0.5708168745040894,-0.13810712099075317,0.4713001847267151,bad
16,sphere,-0.007382035255432129,0.24019891023635864,0.2381519079208374,-0.007382035255432129,0.24019891023635864,0.2381519079208374,bad
17,sphere,0.09114307165145874,-0.23271691799163818,0.4451693296432495,0.09114307165145874,-0.23271691799163818,0.4451693296432495,bad
