,object,pos_x,pos_y,pos_z,nor_x,nor_y,nor_z,type
0,sphere,0.04845470190048218,-0.4794946312904358,0.5346185564994812,0.04845470190048218,-0.4794946312904358,0.5346185564994812,bad
1,sphere,-0.5488775968551636,-0.5600363612174988,0.1551632285118103,-0.5488775968551636,-0.5600363612174988,0.1551632285118103,bad
2,sphere,0.20235496759414673,0.33144956827163696,0.5627840161323547,0.20235496759414673,0.33144956827163696,0.5627840161323547,bad
3,sphere,-0.7058348059654236,0.2337140440940857,0.5538140535354614,-0.7058348059654236,0.2337140440940857,0.5538140535354614,bad
4,sphere,-0.9968604445457458,-0.75278240442276,-0.9372639060020447,-0.9968604445457458,-0.75278240442276,-0.9372639060020447,bad
5,sphere,0.6793344616889954,-0.8446817994117737,-0.5959240794181824,0.6793344616889954,-0.8446817994117737,-0.5959240794181824,bad
6,sphere,-0.8141158223152161,0.6265117526054382,-0.7864411473274231,-0.8141158223152161,0.6265117526054382,-0.7864411473274231,bad
7,sphere,0.13936585187911987,0.40544992685317993,-0.47363531589508057,0.13936585187911987,0.40544992685317993,-0.47363531589508057,bad
8,sphere,-0.6062303185462952,-0.6046245694160461,0.4715251922607422,-0.6062303185462952,-0.6046245694160461,0.4715251922607422,bad
9,sphere,-0.01623356342315674,0.24613714218139648,-1.0890905857086182,-0.01623356342315674,0.24613714218139648,-1.0890905857086182,bad
10,sphere,-0.11485999822616577,0.17012780904769897,-0.21771997213363647,-0.11485999822616577,0.17012780904769897,-0.21771997213363647,bad
11,sphere,-0.08415096998214722,-0.11552941799163818,-0.5261455178260803,-0.08415096998214722,-0.11552941799163818,-0.5261455178260803,bad
12,sphere,0.4018077254295349,-0.4544796347618103,-0.3160448670387268,0.4018077254295349,-0.4544796347618103,-0.3160448670387268,bad
13,sphere,-0.5417788624763489,0.24797534942626953,-0.6035205721855164,-0.5417788624763489,0.24797534942626953,-0.6035205721855164,bad
14,sphere,-0.13481885194778442,-0.5997543931007385,0.31346434354782104,-0.13481885194778442,-0.5997543931007385,0.31346434354782104,bad
15,sphere,-0.596108615398407,-0.18743115663528442,0.46105021238327026,-0.596108615398407,-0.18743115663528442,0.46105021238327026,bad
16,sphere,-0.010018467903137207,0.14741283655166626,0.1446346640586853,-0.010018467903137207,0.14741283655166626,0.1446346640586853,bad
17,sphere,-0.05487734079360962,-0.31583017110824585,0.42558687925338745,-0.05487734079360962,-0.31583017110824585,0.42558687925338745,bad
18,sphere,-0.43846768140792847,-0.45876169204711914,-1.0726916790008545,-0.43846768140792847,-0.45876169204711914,-1.0726916790008545,bad
19,sphere,0.38385993242263794,-0.32253342866897583,-0.6826065182685852,0.38385993242263794,-0.32253342866897583,-0.6826065182685852,bad
20,sphere,-0.14525359869003296,0.4170307517051697,-0.5989601016044617,-0.14525359869003296,0.4170307517051697,-0.5989601016044617,bad
21,sphere,-0.6998996138572693,-0.10510247945785522,-0.9131218791007996,-0.6998996138572693,-0.10510247945785522,-0.9131218791007996,bad
22,sphere,0.4809277653694153,0.0094718337059021,-0.14184218645095825,0.4809277653694153,0.0094718337059021,-0.14184218645095825,bad
23,sphere,-0.7211875319480896,0.4214523434638977,-0.319879949092865,-0.7211875319480896,0.4214523434638977,-0.319879949092865,bad
24,sphere,-0.85917729139328,-0.22551995515823364,-0.5452566742897034,-0.85917729139328,-0.22551995515823364,-0.5452566742897034,bad
25,sphere,0.25801795721054077,-0.638970673084259,-0.16011756658554077,0.25801795721054077,-0.638970673084259,-0.16011756658554077,bad
26,sphere,-0.28624850511550903,-0.33360594511032104,0.6248204112052917,-0.28624850511550903,-0.33360594511032104,0.6248204112052917,bad
27,sphere,-0.38410061597824097,-0.2075933814048767,0.20662802457809448,-0.38410061597824097,-0.2075933814048767,0.20662802457809448,bad
28,sphere,-0.4694821238517761,-0.16244059801101685,0.6018298268318176,-0.4694821238517761,-0.16244059801101685,0.6018298268318176,bad
29,sphere,-0.14252012968063354,0.021848022937774658,0.6850523352622986,-0.14252012968063354,0.021848022937774658,0.6850523352622986,bad
30,sphere,-0.7152789235115051,-0.11444127559661865,-0.9612532258033752,-0.7152789235115051,-0.11444127559661865,-0.9612532258033752,bad
31,sphere,0.17681115865707397,-0.5129581093788147,-1.0836892127990723,0.17681115865707397,-0.5129581093788147,-1.0836892127990723,bad
32,sphere,-0.00011426210403442383,0.019993126392364502,-0.7918253540992737,-0.00011426210403442383,0.019993126392364502,-0.7918253540992737,bad
33,sphere,-0.43890970945358276,0.5052724480628967,-1.1014411449432373,-0.43890970945358276,0.5052724480628967,-1.1014411449432373,bad
34,sphere,-0.3977932333946228,0.6388115882873535,-0.35370081663131714,-0.3977932333946228,0.6388115882873535,-0.35370081663131714,bad
35,sphere,0.14909690618515015,0.14815515279769897,-0.12063860893249512,0.14909690618515015,0.14815515279769897,-0.12063860893249512,bad
36,sphere,0.08170276880264282,0.234691321849823,0.3779206871986389,0.08170276880264282,0.234691321849823,0.3779206871986389,bad
37,sphere,-0.3591582179069519,0.3706972002983093,0.1906847357749939,-0.3591582179069519,0.3706972002983093,0.1906847357749939,bad
38,sphere,0.20914912223815918,-0.3110916018486023,-0.44544464349746704,0.20914912223815918,-0.3110916018486023,-0.44544464349746704,bad
39,sphere,-0.5787068009376526,-0.42090874910354614,-0.9079650044441223,-0.5787068009376526,-0.42090874910354614,-0.9079650044441223,bad
40,sphere,-0.44125908613204956,-0.48678481578826904,-0.27662795782089233,-0.44125908613204956,-0.48678481578826904,-0.27662795782089233,bad
41,sphere,-0.2611929774284363,-0.6080387234687805,0.0257529616355896,-0.2611929774284363,-0.6080387234687805,0.0257529616355896,bad
42,sphere,0.33614033460617065,-0.6854835152626038,-0.2571347951889038,0.33614033460617065,-0.6854835152626038,-0.2571347951889038,bad
43,sphere,-0.026588737964630127,-0.3109096884727478,0.2191922664642334,-0.026588737964630127,-0.3109096884727478,0.2191922664642334,bad
44,sphere,0.16360551118850708,-0.4703943133354187,0.2774873971939087,0.16360551118850708,-0.4703943133354187,0.2774873971939087,bad
45,sphere,0.5143164992332458,-0.16230636835098267,-0.053794145584106445,0.5143164992332458,-0.16230636835098267,-0.053794145584106445,bad
46,sphere,-0.5534297823905945,-0.10945749282836914,-0.41158396005630493,-0.5534297823905945,-0.10945749282836914,-0.41158396005630493,bad
47,sphere,-1.0657923221588135,0.09505796432495117,-0.8787012696266174,-1.0657923221588135,0.09505796432495117,-0.8787012696266174,bad
48,sphere,-0.9766233563423157,0.16754382848739624,-0.6253086924552917,-0.9766233563423157,0.16754382848739624,-0.6253086924552917,bad
49,sphere,-0.6418994069099426,-0.2998669743537903,0.13280493021011353,-0.6418994069099426,-0.2998669743537903,0.13280493021011353,bad
50,sphere,-0.4120599627494812,-0.19828569889068604,0.5738627910614014,-0.4120599627494812,-0.19828569889068604,0.5738627910614014,bad
51,sphere,-0.5597946047782898,-0.21910053491592407,0.4766188859939575,-0.5597946047782898,-0.21910053491592407,0.4766188859939575,bad
52,sphere,-0.37347155809402466,-0.25445979833602905,0.4238787293434143,-0.37347155809402466,-0.25445979833602905,0.4238787293434143,bad
